Epoch,Loss,Accuracy,MSE,VAL_MSE,PSNR,VAL_PSNR,MAE,VAL_MAE
1,0.3294462561607361,0.4997996389865875,0.028304778039455414,0.20113536715507507,11.123229026794434,6.715681076049805,0.0945991650223732,0.2851453125476837
2,0.2869979739189148,0.5067877769470215,0.015480546280741692,0.05379118397831917,12.82641315460205,9.693854331970215,0.06487765163183212,0.14201819896697998
3,0.27957531809806824,0.5077505707740784,0.012972190044820309,0.01339377649128437,13.448827743530273,13.620393753051758,0.05818990245461464,0.058981187641620636
4,0.2755255401134491,0.508156955242157,0.011632437817752361,0.012938392348587513,13.87695026397705,14.045061111450195,0.05442133918404579,0.05924038216471672
5,0.27296972274780273,0.5084167122840881,0.010792986489832401,0.01452709175646305,14.188343048095703,13.205867767333984,0.05200894549489021,0.06508245319128036
6,0.27090057730674744,0.5086010098457336,0.010103114880621433,0.012807170860469341,14.473990440368652,14.10492992401123,0.04995906352996826,0.06068794056773186
7,0.26717862486839294,0.5088565349578857,0.008885862305760384,0.008425334468483925,14.97610092163086,15.376789093017578,0.04618427902460098,0.04422929510474205
8,0.26626282930374146,0.5089399814605713,0.008588760159909725,0.009594418108463287,15.146594047546387,14.493759155273438,0.045176636427640915,0.05009257793426514
9,0.2655337452888489,0.5089966654777527,0.008348015137016773,0.008447947911918163,15.23779010772705,14.802375793457031,0.04442688822746277,0.04504378139972687
10,0.264839231967926,0.5090484619140625,0.008123095147311687,0.008757135830819607,15.339545249938965,15.017501831054688,0.04377758875489235,0.046342041343450546
11,0.2630271911621094,0.5091422200202942,0.007530404254794121,0.007360126823186874,15.636404037475586,15.734114646911621,0.04163672402501106,0.04082857072353363
12,0.26279664039611816,0.509165346622467,0.007456568069756031,0.007608952932059765,15.681968688964844,15.543067932128906,0.041456397622823715,0.04367717355489731
13,0.26252055168151855,0.5091909766197205,0.007361544296145439,0.007068608421832323,15.71967601776123,16.014413833618164,0.041142433881759644,0.03977378085255623
14,0.2614738643169403,0.509243369102478,0.007018572650849819,0.006853722035884857,15.912956237792969,16.06304931640625,0.03989000618457794,0.03950975835323334
15,0.2615951597690582,0.5092452168464661,0.00706116808578372,0.006897489074617624,15.918966293334961,15.993468284606934,0.04008657485246658,0.03935778886079788
16,0.2614049017429352,0.5092525482177734,0.0069990456104278564,0.00674091000109911,15.95177173614502,16.209606170654297,0.039866264909505844,0.038536183536052704
17,0.26070570945739746,0.5092916488647461,0.006771155167371035,0.006529783830046654,16.07069969177246,16.30194854736328,0.039008911699056625,0.03774755448102951
18,0.2605592608451843,0.5092976093292236,0.006722128950059414,0.006513447035104036,16.119998931884766,16.252836227416992,0.03882696107029915,0.03774712234735489
19,0.260545939207077,0.5092996954917908,0.006719275377690792,0.006542013958096504,16.111663818359375,16.186491012573242,0.03883656859397888,0.03851925581693649
20,0.2602688670158386,0.509311318397522,0.006629927083849907,0.006447121500968933,16.164045333862305,16.386293411254883,0.0385134331882,0.03767523542046547
21,0.2601643204689026,0.5093162655830383,0.006596408784389496,0.0063791172578930855,16.19022560119629,16.382606506347656,0.03837238997220993,0.03714806213974953
22,0.2600559890270233,0.5093239545822144,0.0065627628937363625,0.0064083547331392765,16.206031799316406,16.29719352722168,0.038241732865571976,0.03728831931948662
23,0.25991296768188477,0.5093309283256531,0.006515581626445055,0.0063621788285672665,16.251466751098633,16.380380630493164,0.038065481930971146,0.03718605637550354
24,0.25990021228790283,0.5093320608139038,0.006511760409921408,0.006331789307296276,16.242355346679688,16.389070510864258,0.03809382766485214,0.03695039078593254
25,0.2598637342453003,0.5093339085578918,0.006499305833131075,0.006324531976133585,16.251319885253906,16.3922119140625,0.03800823166966438,0.03722771257162094
26,0.25977247953414917,0.5093370676040649,0.006470035295933485,0.006283492781221867,16.27627944946289,16.443382263183594,0.03789934515953064,0.0367758572101593
27,0.25978508591651917,0.5093430876731873,0.006474705878645182,0.0062777032144367695,16.26595687866211,16.4390811920166,0.03792649880051613,0.03683394193649292
28,0.25968608260154724,0.5093417167663574,0.0064420937560498714,0.006284800358116627,16.299787521362305,16.480506896972656,0.03778490796685219,0.036786265671253204
29,0.25969198346138,0.5093463659286499,0.006444321013987064,0.006266970653086901,16.295215606689453,16.461881637573242,0.03780833259224892,0.036725156009197235
30,0.25964245200157166,0.5093505382537842,0.006426128093153238,0.0062661427073180676,16.306909561157227,16.452903747558594,0.03773415833711624,0.036707352846860886
